Request Id,request_execution_time_normalized,cdf
0_3,0.06774170976132154,0.1
0_1,0.0682314969599247,0.2
0_4,0.06965424679219723,0.3
0_7,0.07065330166369677,0.4
0_5,0.07203883398324251,0.5
0_8,0.07300528977066278,0.6
0_9,0.07413690350949764,0.7
0_6,0.07545793056488037,0.8
0_2,0.0783759979531169,0.9
0_0,0.07946028467267752,1.0
