cdf,batch_execution_time
0.0,0.045821515488995365
0.01,0.04788267586252734
0.02,0.048752368066212935
0.03,0.049340920933777434
0.04,0.050237099217171066
0.05,0.05084357619408898
0.06,0.05104735785841233
0.07,0.05114955477104179
0.08,0.05125195628209493
0.09,0.05125195628209493
0.1,0.051354562801178213
0.11,0.051354562801178213
0.12,0.051354562801178213
0.13,0.051354562801178213
0.14,0.05145737473871811
0.15,0.05145737473871811
0.16,0.05145737473871811
0.17,0.05145737473871811
0.18,0.05145737473871811
0.19,0.05145737473871811
0.2,0.05156039250596276
0.21,0.05156039250596276
0.22,0.05156039250596276
0.23,0.05156039250596276
0.24,0.05156039250596276
0.25,0.05156039250596276
0.26,0.05156039250596276
0.27,0.05156039250596276
0.28,0.05166361651498372
0.29,0.05166361651498372
0.3,0.05166361651498372
0.31,0.05166361651498372
0.32,0.05166361651498372
0.33,0.05166361651498372
0.34,0.05166361651498372
0.35000000000000003,0.05166361651498372
0.36,0.05166361651498372
0.37,0.05166361651498372
0.38,0.05166361651498372
0.39,0.05166361651498372
0.4,0.05166361651498372
0.41000000000000003,0.05166361651498372
0.42,0.051767047178677375
0.43,0.051767047178677375
0.44,0.051767047178677375
0.45,0.051767047178677375
0.46,0.051767047178677375
0.47000000000000003,0.051767047178677375
0.48,0.051767047178677375
0.49,0.051767047178677375
0.5,0.051767047178677375
0.51,0.051767047178677375
0.52,0.05187068491076683
0.53,0.05187068491076683
0.54,0.05187068491076683
0.55,0.05187068491076683
0.56,0.05187068491076683
0.5700000000000001,0.05187068491076683
0.58,0.05187068491076683
0.59,0.05187068491076683
0.6,0.05187068491076683
0.61,0.05197453012580341
0.62,0.05197453012580341
0.63,0.05197453012580341
0.64,0.05197453012580341
0.65,0.05197453012580341
0.66,0.05207858323916838
0.67,0.05207858323916838
0.68,0.05207858323916838
0.6900000000000001,0.05207858323916838
0.7000000000000001,0.05207858323916838
0.71,0.05218284466707463
0.72,0.05218284466707463
0.73,0.05218284466707463
0.74,0.05218284466707463
0.75,0.05218284466707463
0.76,0.05218284466707463
0.77,0.05228731482656824
0.78,0.05228731482656824
0.79,0.05228731482656824
0.8,0.05228731482656824
0.81,0.05239199413553034
0.8200000000000001,0.05249688301267856
0.8300000000000001,0.05260198187756881
0.84,0.05260198187756881
0.85,0.053237008410671166
0.86,0.05366461275732314
0.87,0.05442120135069811
0.88,0.055298944081633106
0.89,0.05641605723025402
0.9,0.292584750298696
0.91,0.2978989619977798
0.92,0.30270368225306477
0.93,0.3188607215817742
0.9400000000000001,0.32335616788108923
0.9500000000000001,0.32465218328741086
0.96,0.3266059524846777
0.97,0.3292292802991845
0.98,0.33054883521064926
0.99,0.4872388912785135
1.0,0.9483795215374583
