Request Id,decode_time_execution_plus_preemption_normalized,cdf
0_3,0.06445204745978117,0.1
0_1,0.06498318631201982,0.2
0_4,0.06623320654034615,0.3
0_7,0.06747361272573471,0.4
0_5,0.06869094632565975,0.5
0_8,0.06990627758204937,0.6
0_9,0.07106960657984018,0.7
0_6,0.07221304811537266,0.8
0_2,0.07286129333078861,0.9
0_0,0.07394945528358221,1.0
